,Power
2024-05-28 16:50:00,0.825
2024-05-28 16:55:00,0.7841
2024-05-28 17:00:00,0.7453
2024-05-28 17:05:00,0.7079
2024-05-28 17:10:00,0.6716
2024-05-28 17:15:00,0.624
2024-05-28 17:20:00,0.5265
2024-05-28 17:25:00,0.3921
2024-05-28 17:30:00,0.2893
2024-05-28 17:35:00,0.2725
2024-05-28 17:40:00,0.2527
2024-05-28 17:45:00,0.2332
2024-05-28 17:50:00,0.2176
2024-05-28 17:55:00,0.2013
2024-05-28 18:00:00,0.1869
2024-05-28 18:05:00,0.171
2024-05-28 18:10:00,0.15209999999999999
2024-05-28 18:15:00,0.1432
2024-05-28 18:20:00,0.12079999999999999
2024-05-28 18:25:00,0.104
2024-05-28 18:30:00,0.089
2024-05-28 18:35:00,0.07790000000000001
2024-05-28 18:40:00,0.0654
2024-05-28 18:45:00,0.0518
2024-05-28 18:50:00,0.0341
2024-05-28 18:55:00,0.026199999999999998
2024-05-28 19:00:00,0.0182
2024-05-28 19:05:00,0.0064
2024-05-28 19:10:00,0.0021000000000000003
2024-05-28 19:15:00,0.0076
2024-05-28 19:20:00,0.0125
2024-05-28 19:25:00,0.0161
2024-05-28 19:30:00,0.0
2024-05-28 19:35:00,0.0
2024-05-28 19:40:00,0.0
2024-05-28 19:45:00,0.0
2024-05-28 19:50:00,0.0
2024-05-28 19:55:00,0.0
2024-05-28 20:00:00,0.0
2024-05-28 20:05:00,0.0
2024-05-28 20:10:00,0.0
2024-05-28 20:15:00,0.0
2024-05-28 20:20:00,0.0
2024-05-28 20:25:00,0.0
2024-05-28 20:30:00,0.0
2024-05-28 20:35:00,0.0
2024-05-28 20:40:00,0.0
2024-05-28 20:45:00,0.0
2024-05-28 20:50:00,0.0
2024-05-28 20:55:00,0.0
2024-05-28 21:00:00,0.0
2024-05-28 21:05:00,0.0
2024-05-28 21:10:00,0.0
2024-05-28 21:15:00,0.0
2024-05-28 21:20:00,0.0
2024-05-28 21:25:00,0.0
2024-05-28 21:30:00,0.0
2024-05-28 21:35:00,0.0
2024-05-28 21:40:00,0.0
2024-05-28 21:45:00,0.0
2024-05-28 21:50:00,0.0
2024-05-28 21:55:00,0.0
2024-05-28 22:00:00,0.0
2024-05-28 22:05:00,0.0
2024-05-28 22:10:00,0.0
2024-05-28 22:15:00,0.0
2024-05-28 22:20:00,0.0
2024-05-28 22:25:00,0.0
2024-05-28 22:30:00,0.0
2024-05-28 22:35:00,0.0
2024-05-28 22:40:00,0.0
2024-05-28 22:45:00,0.0
2024-05-28 22:50:00,0.0
2024-05-28 22:55:00,0.0
2024-05-28 23:00:00,0.0
2024-05-28 23:05:00,0.0
2024-05-28 23:10:00,0.0
2024-05-28 23:15:00,0.0
2024-05-28 23:20:00,0.0
2024-05-28 23:25:00,0.0
2024-05-28 23:30:00,0.0
2024-05-28 23:35:00,0.0
2024-05-28 23:40:00,0.0
2024-05-28 23:45:00,0.0
2024-05-28 23:50:00,0.0
2024-05-28 23:55:00,0.0
2024-05-29 00:00:00,0.0
2024-05-29 00:05:00,0.0
2024-05-29 00:10:00,0.0
2024-05-29 00:15:00,0.0
2024-05-29 00:20:00,0.0
2024-05-29 00:25:00,0.0
2024-05-29 00:30:00,0.0
2024-05-29 00:35:00,0.0
2024-05-29 00:40:00,0.0
2024-05-29 00:45:00,0.0
2024-05-29 00:50:00,0.0
2024-05-29 00:55:00,0.0
2024-05-29 01:00:00,0.0
2024-05-29 01:05:00,0.0
2024-05-29 01:10:00,0.0
2024-05-29 01:15:00,0.0
2024-05-29 01:20:00,0.0
2024-05-29 01:25:00,0.0
2024-05-29 01:30:00,0.0
2024-05-29 01:35:00,0.0
2024-05-29 01:40:00,0.0
2024-05-29 01:45:00,0.0
2024-05-29 01:50:00,0.0
2024-05-29 01:55:00,0.0
2024-05-29 02:00:00,0.0
2024-05-29 02:05:00,0.0
2024-05-29 02:10:00,0.0
2024-05-29 02:15:00,0.0
2024-05-29 02:20:00,0.0
2024-05-29 02:25:00,0.0
2024-05-29 02:30:00,0.0
2024-05-29 02:35:00,0.0
2024-05-29 02:40:00,0.0
2024-05-29 02:45:00,0.0
2024-05-29 02:50:00,0.0
2024-05-29 02:55:00,0.0
2024-05-29 03:00:00,0.0
2024-05-29 03:05:00,0.0
2024-05-29 03:10:00,0.0
2024-05-29 03:15:00,0.0
2024-05-29 03:20:00,0.0
2024-05-29 03:25:00,0.0
2024-05-29 03:30:00,0.0
2024-05-29 03:35:00,0.0
2024-05-29 03:40:00,0.0
2024-05-29 03:45:00,0.0
2024-05-29 03:50:00,0.0
2024-05-29 03:55:00,0.0
2024-05-29 04:00:00,0.0
2024-05-29 04:05:00,0.0
2024-05-29 04:10:00,0.0
2024-05-29 04:15:00,0.0
2024-05-29 04:20:00,0.0
2024-05-29 04:25:00,0.0
2024-05-29 04:30:00,0.0
2024-05-29 04:35:00,0.0
2024-05-29 04:40:00,0.0
2024-05-29 04:45:00,0.0
2024-05-29 04:50:00,0.0
2024-05-29 04:55:00,0.0
2024-05-29 05:00:00,0.0
2024-05-29 05:05:00,0.0
2024-05-29 05:10:00,0.0
2024-05-29 05:15:00,0.0
2024-05-29 05:20:00,0.0
2024-05-29 05:25:00,0.0
2024-05-29 05:30:00,0.0006928821504116058
2024-05-29 05:35:00,0.0009239666759967804
2024-05-29 05:40:00,0.000946183741092682
2024-05-29 05:45:00,0.0010008822977542874
2024-05-29 05:50:00,0.0010940217971801757
2024-05-29 05:55:00,0.0011522149741649628
2024-05-29 06:00:00,0.0013219661712646485
2024-05-29 06:05:00,0.0019356029629707336
2024-05-29 06:10:00,0.002663904160261154
2024-05-29 06:15:00,0.003933434069156647
2024-05-29 06:20:00,0.005861001133918763
2024-05-29 06:25:00,0.007396663069725037
2024-05-29 06:30:00,0.010789712190628051
2024-05-29 06:35:00,0.02248213624954224
2024-05-29 06:40:00,0.0415582914352417
2024-05-29 06:45:00,0.04270983076095581
2024-05-29 06:50:00,0.06205605030059815
2024-05-29 06:55:00,0.1125860857963562
2024-05-29 07:00:00,0.11293875885009766
2024-05-29 07:05:00,0.10701926231384276
2024-05-29 07:10:00,0.14263294982910157
2024-05-29 07:15:00,0.16938778686523437
2024-05-29 07:20:00,0.18486886596679689
2024-05-29 07:25:00,0.2100868606567383
2024-05-29 07:30:00,0.24417699050903321
2024-05-29 07:35:00,0.2797169876098633
2024-05-29 07:40:00,0.327982307434082
2024-05-29 07:45:00,0.37273303985595696
2024-05-29 07:50:00,0.3986967544555664
2024-05-29 07:55:00,0.43120059204101563
2024-05-29 08:00:00,0.4710455169677734
2024-05-29 08:05:00,0.48940908813476564
2024-05-29 08:10:00,0.50611474609375
2024-05-29 08:15:00,0.5422438583374023
2024-05-29 08:20:00,0.5679708709716796
2024-05-29 08:25:00,0.6139721984863281
2024-05-29 08:30:00,0.6863542175292969
2024-05-29 08:35:00,0.7278742065429687
2024-05-29 08:40:00,0.7278009948730468
2024-05-29 08:45:00,0.7216370544433593
2024-05-29 08:50:00,0.7543643035888672
2024-05-29 08:55:00,0.8030964965820313
2024-05-29 09:00:00,0.8176833953857422
2024-05-29 09:05:00,0.8112903289794922
2024-05-29 09:10:00,0.8231724548339844
2024-05-29 09:15:00,0.8452939758300781
2024-05-29 09:20:00,0.8732789764404297
2024-05-29 09:25:00,0.8986873931884766
2024-05-29 09:30:00,0.8995562744140625
2024-05-29 09:35:00,0.8968295745849609
2024-05-29 09:40:00,0.8917183685302734
2024-05-29 09:45:00,0.8966442565917969
2024-05-29 09:50:00,0.9395513458251952
2024-05-29 09:55:00,1.0054116668701172
2024-05-29 10:00:00,1.1597026062011722
2024-05-29 10:05:00,1.3385662841796875
2024-05-29 10:10:00,1.3476256408691407
2024-05-29 10:15:00,1.355482177734375
2024-05-29 10:20:00,1.476935791015625
2024-05-29 10:25:00,1.59459130859375
2024-05-29 10:30:00,1.696897186279297
2024-05-29 10:35:00,1.74164599609375
2024-05-29 10:40:00,1.7479212646484374
2024-05-29 10:45:00,1.7744354248046874
2024-05-29 10:50:00,1.798963897705078
2024-05-29 10:55:00,1.8363301696777343
2024-05-29 11:00:00,1.8674081726074216
2024-05-29 11:05:00,1.8502258911132807
2024-05-29 11:10:00,1.8623101196289065
2024-05-29 11:15:00,1.9019253234863278
2024-05-29 11:20:00,1.8631341552734373
2024-05-29 11:25:00,1.802790313720703
2024-05-29 11:30:00,1.814220977783203
2024-05-29 11:35:00,1.7996975402832032
2024-05-29 11:40:00,1.731812530517578
2024-05-29 11:45:00,1.7087835998535157
2024-05-29 11:50:00,1.7239690246582031
2024-05-29 11:55:00,1.755637939453125
2024-05-29 12:00:00,1.7740624084472656
2024-05-29 12:05:00,1.7896066589355468
2024-05-29 12:10:00,1.8460862731933596
2024-05-29 12:15:00,1.8896782836914066
2024-05-29 12:20:00,1.901364105224609
2024-05-29 12:25:00,1.945471923828125
2024-05-29 12:30:00,2.053
2024-05-29 12:35:00,2.056
2024-05-29 12:40:00,2.055
2024-05-29 12:45:00,2.058
2024-05-29 12:50:00,2.066
2024-05-29 12:55:00,1.107
2024-05-29 13:00:00,2.058
2024-05-29 13:05:00,1.112
2024-05-29 13:10:00,2.067
2024-05-29 13:15:00,2.062
2024-05-29 13:20:00,2.048
2024-05-29 13:25:00,2.038
2024-05-29 13:30:00,2.028
2024-05-29 13:35:00,2.017
2024-05-29 13:40:00,2.007
2024-05-29 13:45:00,2.021
2024-05-29 13:50:00,2.013
2024-05-29 13:55:00,1.999
2024-05-29 14:00:00,1.996
2024-05-29 14:05:00,1.968
2024-05-29 14:10:00,1.96
2024-05-29 14:15:00,1.932
2024-05-29 14:20:00,1.924
2024-05-29 14:25:00,1.902
2024-05-29 14:30:00,1.885
2024-05-29 14:35:00,1.861
2024-05-29 14:40:00,1.826
2024-05-29 14:45:00,1.816
2024-05-29 14:50:00,1.798
2024-05-29 14:55:00,1.773
2024-05-29 15:00:00,1.744
2024-05-29 15:05:00,1.726
2024-05-29 15:10:00,1.711
2024-05-29 15:15:00,1.683
2024-05-29 15:20:00,1.658
2024-05-29 15:25:00,1.63
2024-05-29 15:30:00,1.599
2024-05-29 15:35:00,1.577
2024-05-29 15:40:00,1.551
2024-05-29 15:45:00,1.513
2024-05-29 15:50:00,1.472
2024-05-29 15:55:00,1.437
2024-05-29 16:00:00,1.399
2024-05-29 16:05:00,1.358
2024-05-29 16:10:00,1.322
2024-05-29 16:15:00,1.284
2024-05-29 16:20:00,1.241
2024-05-29 16:25:00,1.201
2024-05-29 16:30:00,1.161
2024-05-29 16:35:00,1.126
2024-05-29 16:40:00,1.085
2024-05-29 16:45:00,1.039
2024-05-29 16:50:00,0.9841
2024-05-29 16:55:00,0.9379
2024-05-29 17:00:00,0.8755
2024-05-29 17:05:00,0.8338
2024-05-29 17:10:00,0.7715
2024-05-29 17:15:00,0.7218
2024-05-29 17:20:00,0.68
2024-05-29 17:25:00,0.6425
2024-05-29 17:30:00,0.5426
2024-05-29 17:35:00,0.451
2024-05-29 17:40:00,0.4046
2024-05-29 17:45:00,0.3623
2024-05-29 17:50:00,0.31810000000000005
2024-05-29 17:55:00,0.2785
2024-05-29 18:00:00,0.2293
2024-05-29 18:05:00,0.1844
2024-05-29 18:10:00,0.15930000000000002
2024-05-29 18:15:00,0.1375
2024-05-29 18:20:00,0.11270000000000001
2024-05-29 18:25:00,0.0917
2024-05-29 18:30:00,0.0711
2024-05-29 18:35:00,0.054
2024-05-29 18:40:00,0.038799999999999994
2024-05-29 18:45:00,0.0224
2024-05-29 18:50:00,0.007
2024-05-29 18:55:00,0.0043
2024-05-29 19:00:00,0.011800000000000001
2024-05-29 19:05:00,0.0
2024-05-29 19:10:00,0.0
2024-05-29 19:15:00,0.0
2024-05-29 19:20:00,0.0
2024-05-29 19:25:00,0.0
2024-05-29 19:30:00,0.0
2024-05-29 19:35:00,0.0
2024-05-29 19:40:00,0.0
2024-05-29 19:45:00,0.0
2024-05-29 19:50:00,0.0
2024-05-29 19:55:00,0.0
2024-05-29 20:00:00,0.0
2024-05-29 20:05:00,0.0
2024-05-29 20:10:00,0.0
2024-05-29 20:15:00,0.0
2024-05-29 20:20:00,0.0
2024-05-29 20:25:00,0.0
2024-05-29 20:30:00,0.0
2024-05-29 20:35:00,0.0
2024-05-29 20:40:00,0.0
2024-05-29 20:45:00,0.0
2024-05-29 20:50:00,0.0
2024-05-29 20:55:00,0.0
2024-05-29 21:00:00,0.0
2024-05-29 21:05:00,0.0
2024-05-29 21:10:00,0.0
2024-05-29 21:15:00,0.0
2024-05-29 21:20:00,0.0
2024-05-29 21:25:00,0.0
2024-05-29 21:30:00,0.0
2024-05-29 21:35:00,0.0
2024-05-29 21:40:00,0.0
2024-05-29 21:45:00,0.0
2024-05-29 21:50:00,0.0
2024-05-29 21:55:00,0.0
2024-05-29 22:00:00,0.0
2024-05-29 22:05:00,0.0
2024-05-29 22:10:00,0.0
2024-05-29 22:15:00,0.0
2024-05-29 22:20:00,0.0
2024-05-29 22:25:00,0.0
2024-05-29 22:30:00,0.0
2024-05-29 22:35:00,0.0
2024-05-29 22:40:00,0.0
2024-05-29 22:45:00,0.0
2024-05-29 22:50:00,0.0
2024-05-29 22:55:00,0.0
2024-05-29 23:00:00,0.0
2024-05-29 23:05:00,0.0
2024-05-29 23:10:00,0.0
2024-05-29 23:15:00,0.0
2024-05-29 23:20:00,0.0
2024-05-29 23:25:00,0.0
2024-05-29 23:30:00,0.0
2024-05-29 23:35:00,0.0
2024-05-29 23:40:00,0.0
2024-05-29 23:45:00,0.0
2024-05-29 23:50:00,0.0
2024-05-29 23:55:00,0.0
2024-05-30 00:00:00,0.0
2024-05-30 00:05:00,0.0
2024-05-30 00:10:00,0.0
2024-05-30 00:15:00,0.0
2024-05-30 00:20:00,0.0
2024-05-30 00:25:00,0.0
2024-05-30 00:30:00,0.0
2024-05-30 00:35:00,0.0
2024-05-30 00:40:00,0.0
2024-05-30 00:45:00,0.0
2024-05-30 00:50:00,0.0
2024-05-30 00:55:00,0.0
2024-05-30 01:00:00,0.0
2024-05-30 01:05:00,0.0
2024-05-30 01:10:00,0.0
2024-05-30 01:15:00,0.0
2024-05-30 01:20:00,0.0
2024-05-30 01:25:00,0.0
2024-05-30 01:30:00,0.0
2024-05-30 01:35:00,0.0
2024-05-30 01:40:00,0.0
2024-05-30 01:45:00,0.0
2024-05-30 01:50:00,0.0
2024-05-30 01:55:00,0.0
2024-05-30 02:00:00,0.0
2024-05-30 02:05:00,0.0
2024-05-30 02:10:00,0.0
2024-05-30 02:15:00,0.0
2024-05-30 02:20:00,0.0
2024-05-30 02:25:00,0.0
2024-05-30 02:30:00,0.0
2024-05-30 02:35:00,0.0
2024-05-30 02:40:00,0.0
2024-05-30 02:45:00,0.0
2024-05-30 02:50:00,0.0
2024-05-30 02:55:00,0.0
2024-05-30 03:00:00,0.0
2024-05-30 03:05:00,0.0
2024-05-30 03:10:00,0.0
2024-05-30 03:15:00,0.0
2024-05-30 03:20:00,0.0
2024-05-30 03:25:00,0.0
2024-05-30 03:30:00,0.0
2024-05-30 03:35:00,0.0
2024-05-30 03:40:00,0.0
2024-05-30 03:45:00,0.0
2024-05-30 03:50:00,0.0
2024-05-30 03:55:00,0.0
2024-05-30 04:00:00,0.0
2024-05-30 04:05:00,0.0
2024-05-30 04:10:00,0.0
2024-05-30 04:15:00,0.0
2024-05-30 04:20:00,0.0
2024-05-30 04:25:00,0.0
2024-05-30 04:30:00,0.0
2024-05-30 04:35:00,0.0
2024-05-30 04:40:00,0.0
2024-05-30 04:45:00,0.0
2024-05-30 04:50:00,0.0
2024-05-30 04:55:00,0.0
2024-05-30 05:00:00,0.0
2024-05-30 05:05:00,0.0
2024-05-30 05:10:00,0.0
2024-05-30 05:15:00,0.0
2024-05-30 05:20:00,0.0
2024-05-30 05:25:00,0.0
2024-05-30 05:30:00,0.0011049614846706391
2024-05-30 05:35:00,0.0014610760807991028
2024-05-30 05:40:00,0.001468335449695587
2024-05-30 05:45:00,0.0015148798823356629
2024-05-30 05:50:00,0.0015620489418506623
2024-05-30 05:55:00,0.0016205797791481018
2024-05-30 06:00:00,0.001748176008462906
2024-05-30 06:05:00,0.0019262164533138276
2024-05-30 06:10:00,0.0021792310774326326
2024-05-30 06:15:00,0.002599565863609314
2024-05-30 06:20:00,0.003177665412425995
2024-05-30 06:25:00,0.004066466271877288
2024-05-30 06:30:00,0.005604947566986084
2024-05-30 06:35:00,0.0067779445648193356
2024-05-30 06:40:00,0.006522245645523071
2024-05-30 06:45:00,0.005918113589286804
2024-05-30 06:50:00,0.010654316663742064
2024-05-30 06:55:00,0.022568354964256288
2024-05-30 07:00:00,0.035729232788085936
2024-05-30 07:05:00,0.04840641593933105
2024-05-30 07:10:00,0.06018382453918457
2024-05-30 07:15:00,0.07077385330200195
2024-05-30 07:20:00,0.059054705500602725
2024-05-30 07:25:00,0.04841186881065369
2024-05-30 07:30:00,0.08288156402111053
2024-05-30 07:35:00,0.11630810546875
2024-05-30 07:40:00,0.12682772064208983
2024-05-30 07:45:00,0.13660687637329103
2024-05-30 07:50:00,0.14770862197875975
2024-05-30 07:55:00,0.17616644287109376
2024-05-30 08:00:00,0.20934214782714844
2024-05-30 08:05:00,0.2151463050842285
2024-05-30 08:10:00,0.2656038818359375
2024-05-30 08:15:00,0.3113619575500488
2024-05-30 08:20:00,0.27449205780029295
2024-05-30 08:25:00,0.2806775665283203
2024-05-30 08:30:00,0.31211698150634765
2024-05-30 08:35:00,0.3065549392700196
2024-05-30 08:40:00,0.3151243591308594
2024-05-30 08:45:00,0.35304611968994143
2024-05-30 08:50:00,0.36872679901123045
2024-05-30 08:55:00,0.3615741729736328
2024-05-30 09:00:00,0.36449828338623047
2024-05-30 09:05:00,0.3707625350952149
2024-05-30 09:10:00,0.3999710388183594
2024-05-30 09:15:00,0.4260892562866211
2024-05-30 09:20:00,0.44061688995361326
2024-05-30 09:25:00,0.48212810516357424
2024-05-30 09:30:00,0.511400260925293
2024-05-30 09:35:00,0.498929931640625
2024-05-30 09:40:00,0.5350898666381836
2024-05-30 09:45:00,0.6029716796875
2024-05-30 09:50:00,0.5884739990234376
2024-05-30 09:55:00,0.5530370635986328
2024-05-30 10:00:00,0.546466423034668
2024-05-30 10:05:00,0.5537042999267578
2024-05-30 10:10:00,0.6093442153930664
2024-05-30 10:15:00,0.6630158843994141
2024-05-30 10:20:00,0.6685039520263671
2024-05-30 10:25:00,0.6959211578369141
2024-05-30 10:30:00,1.0096939086914063
2024-05-30 10:35:00,1.508659423828125
2024-05-30 10:40:00,1.7159559936523439
2024-05-30 10:45:00,1.7266907043457032
2024-05-30 10:50:00,1.7984302673339845
2024-05-30 10:55:00,1.679003387451172
2024-05-30 11:00:00,1.3802190856933594
2024-05-30 11:05:00,1.428660369873047
2024-05-30 11:10:00,1.7013956909179688
2024-05-30 11:15:00,1.6726267395019532
2024-05-30 11:20:00,1.5355375061035157
2024-05-30 11:25:00,1.6692765197753907
2024-05-30 11:30:00,1.5843803100585938
2024-05-30 11:35:00,1.3310782165527344
2024-05-30 11:40:00,1.2743253021240235
2024-05-30 11:45:00,1.1911580200195313
2024-05-30 11:50:00,1.1405268402099609
2024-05-30 11:55:00,0.8532582473754883
2024-05-30 12:00:00,0.5158211746215821
2024-05-30 12:05:00,0.4686346664428711
2024-05-30 12:10:00,0.5021691818237305
2024-05-30 12:15:00,0.5809547119140624
2024-05-30 12:20:00,0.6562658996582031
2024-05-30 12:25:00,0.6222339660644531
2024-05-30 12:30:00,0.44730000000000003
2024-05-30 12:35:00,0.4771
2024-05-30 12:40:00,0.5529
2024-05-30 12:45:00,0.42169999999999996
2024-05-30 12:50:00,0.4783
2024-05-30 12:55:00,0.5809
2024-05-30 13:00:00,0.5084
2024-05-30 13:05:00,0.5161
2024-05-30 13:10:00,0.3456
2024-05-30 13:15:00,0.4889
2024-05-30 13:20:00,0.6069
2024-05-30 13:25:00,0.5632999999999999
2024-05-30 13:30:00,0.49910000000000004
2024-05-30 13:35:00,0.482
