,CP_1_1,CP_2_1,CP_3_1,PV_1_1,PV_2_1,PV_3_1,PV_4_1,PV_5_1,PV_6_1,PV_7_1,PV_8_1,PV_9_1,PV_10_1,PV_11_1,PV_12_1,f1,f2
0,0.0,0.0,9.99945863113939,4.8251919625741015,4.832736579392685,4.7189709459263325,4.5526829066193235,4.55202026070116,4.8125131376965,2.4994336599977576,2.3474983235275264,4.835276244900654,4.832191035060092,4.801130069583956,4.8347811677627135,1.7990237901543404,31.220979922856856
1,0.0,0.0,9.900861785751264,4.835028263042774,4.835187761507104,4.8347211518777975,4.832625536037857,4.835828391420963,4.826909080727206,4.825566275973027,4.835811156731296,4.835942753472859,4.83271792117407,4.828887037965133,4.8325720797777665,1686.407551424142,0.001616248266198483
2,0.0,0.0,9.923373391807795,4.82348308218857,4.817222048581843,4.831913349276426,4.6538027508333935,4.598827492729283,4.833120010201627,2.515792025553015,2.3468258288207937,4.8359207890211335,4.80353315364837,4.7968802059847935,4.832867598494873,2.255884900476725,28.534951860760483
3,0.0,0.0,9.900730857016951,4.8338158778270675,4.8355325810915515,4.83214793085861,4.8359106772126115,4.833355475047546,4.834999079870751,4.720561211641588,3.798869106683208,4.835925502590337,4.833636879118713,4.8326664073296834,4.835231452160593,1204.3088096769739,1.3673743207891425
4,0.0,0.0,9.928505143090343,4.833028409692429,4.835438093646835,4.7656983005036055,4.735544744592617,4.642375537684942,4.834789530407887,2.542682521856218,2.391548252267549,4.835474946396468,4.835677386796545,4.823705091582079,4.833887966028539,4.357388878885075,26.236412617033878
5,0.0,0.0,9.901817639027785,4.834836668470874,4.832671189817352,4.834776360374035,4.8318833116591975,4.81393579855227,4.8348225006729235,4.505353298926061,4.200007251616399,4.835998741771725,4.832677313478918,4.82914801732592,4.833939133533297,1281.6232997953805,1.024043639992075
6,0.0,0.0,9.901539051990882,4.828334194790334,4.835251360449463,4.834793856367637,4.834281398327019,4.834759351671063,4.832210746459376,3.2689529533883026,2.897574568249809,4.835989961188822,4.835780984669803,4.828716404677289,4.8351473539407195,249.6434506474713,12.462360515485253
7,0.0,0.0,9.909283291455004,4.8325968689159,4.832756160139988,4.8343599091856575,4.811172036080202,4.835970955933728,4.835016244486558,3.86835639602317,3.246391589891154,4.835942607102075,4.835691339506541,4.8290691960003445,4.833830337887105,603.5884469844788,6.764401782330721
8,0.0,0.0,9.91777978236785,4.834620574558015,4.835749245689081,4.829667484916667,4.825517918949655,4.818894192243248,4.832365020331359,2.9338012536995155,2.66778388983953,4.834589327419349,4.8348322021239625,4.821960394756797,4.835838239228913,96.35420406801538,17.02701401911957
9,0.0,0.0,9.956073260031015,4.8351976705423,4.83536705790083,4.834858024439003,4.835597424794836,4.834811104840327,4.83470837096909,2.6891464815286263,2.6621239515407233,4.835907929324113,4.835801661870667,4.835061271156226,4.835523765028932,52.89403790119443,18.730677607137853
10,0.0,0.0,9.901392317217118,4.834443631145232,4.832935533821522,4.835254990734319,4.83203056311415,4.834693170907606,4.835007930595436,3.742798023246427,3.27559116326719,4.83448833605732,4.8245522315837555,4.829042683020926,4.834355701646111,564.629078801738,7.218926701201829
11,0.0,0.0,9.917757630092439,4.834621310754254,4.835433749737487,4.831677438114664,4.732513850997871,4.700259581720252,4.832672787102433,2.545581095859066,2.395335937840153,4.835474846283112,4.832631163304894,4.8343093441476235,4.833692894871104,4.456307221661039,24.878108930304794
12,0.0,0.0,9.901698302216044,4.834570638131887,4.835456523220292,4.831030984704514,4.834435181445866,4.833330816080186,4.832682516420165,3.2999064463873085,2.7859741543532297,4.83551174163257,4.833942717374933,4.829052846474827,4.832544739150213,224.61733273328386,13.05782089373157
13,0.0,0.0,9.916427444271477,4.832895511317496,4.835844993920964,4.834479058673657,4.835177402913246,4.826606344894919,4.830968701047214,3.185769065253397,3.446685584057602,4.835957152693837,4.8328091821453105,4.832200426609254,4.832245191856886,416.38539441414554,9.427119032142441
14,0.0,0.0,9.916427444271477,4.834827712033576,4.835727651517587,4.8344797046822325,4.835973603121342,4.833199659534824,4.830949784218636,3.185769065253397,3.5934057440505196,4.835872810582125,4.8328091821453105,4.830437537741497,4.832245191856886,473.1872044467784,8.504819415641888
15,0.0,0.0,9.904519886104882,4.83478158599561,4.83575633474838,4.834264365489745,4.8347464977177035,4.8333509481069585,4.83036028043404,3.0507875019602273,2.624804636289801,4.835872532998388,4.831607792841101,4.828155874147772,4.835800997600904,112.32053160805718,16.174156565750895
16,0.0,0.0,9.90738781567481,4.819056177857123,4.835754340505824,4.831677438114664,4.732513850997871,4.82386389138729,4.83269784118778,2.54852866748484,2.395335937840153,4.835474846283112,4.824858627344328,4.82889411791318,4.833692894871104,7.99232187854613,23.90869050266466
17,0.0,0.0,9.901427318642769,4.8249249810464,4.816883029410832,4.829713966549084,4.835176125340048,4.818976728257982,4.83267189636807,2.9338012536995155,2.645804875132814,4.835789195520936,4.8347814676747225,4.821925611281241,4.833941442201058,89.79901893212715,17.36896834033108
18,0.0,0.0,9.902177418918964,4.8305440203823915,4.817222048581843,4.831913349276426,4.6538027508333935,4.666815276705348,4.833120010201627,2.515792025553015,2.3561493519912475,4.8359207890211335,4.803859763299415,4.7968802059847935,4.833013375008998,2.5893096969180114,27.63570238773497
19,0.0,0.0,9.903568980089778,4.8358038571801,4.834290967938019,4.8346696522031385,4.831980810846356,4.833063578503313,4.832369918660208,4.0498355733002,4.832513880611793,4.835780977135857,4.835762275453815,4.835036265760075,4.834637424724702,1360.0146880581394,0.650046831036123
20,0.0,0.0,9.916202478389554,4.82792807701719,4.816728712667178,4.834423168286877,4.83188926353268,4.834721398778983,4.831924195571781,4.503809279447446,3.7973329855636595,4.835930229131133,4.831453744971908,4.828457148809194,4.835582175531337,1116.3663704662092,2.0215710337808703
21,0.0,0.0,9.90308260030949,4.8255232591383335,4.833255303481577,4.830946823438076,4.831914033268475,4.835444863587296,4.834584853918666,3.7832289854695547,3.541845282184167,4.835927061265233,4.831106456161954,4.829069259869688,4.833830337887105,689.4487226917777,5.689768105813047
22,0.0,0.0,9.902307810048072,4.83421204071825,4.835530275259592,4.834390072739266,4.8359701164462345,4.833171238201632,4.835027378796634,4.197057408418429,3.8019778473177737,4.835987571417541,4.825795706194948,4.834320891446872,4.8351606653770425,978.8975910981899,2.8675994540679617
23,0.0,0.0,9.90004390637767,4.835315328930129,4.834766617452016,4.830553040954809,4.830791389253557,4.834759033297954,4.834273203281908,2.9136612332161973,2.5512774062297816,4.834583160541184,4.833285302033674,4.833460722939236,4.831911762713051,67.37247966162185,17.921352122557614
24,0.0,0.0,9.904156056881352,4.8339799125206,4.8357721948458705,4.830535251621656,4.831794721494929,4.834890358683393,4.834733096051974,3.172273915434525,2.8774921056246368,4.834575774107297,4.833175192943044,4.828352602727731,4.835171817926163,214.2571289846558,13.31704786685805
25,0.0,0.0,9.915366151574498,4.833832775566758,4.8351287633676705,4.830513119694313,4.829351243124517,4.835878821202819,4.8277955269411255,4.745547209536802,4.815798107299656,4.835580284989839,4.8322182860459595,4.832465186713042,4.833034270355444,1650.9606585434938,0.020983378116474175
26,0.0,0.0,9.900214029156468,4.832669402533436,4.83575633474838,4.834263719481169,4.834721721449791,4.826757648478182,4.83036028043404,2.6458089008581247,2.594310072175229,4.834578947474137,4.833926229598389,4.828237676346286,4.835755092985834,37.22360646210941,19.934921004116216
27,0.0,0.0,9.904581520512172,4.834801478525622,4.832652438033113,4.834445414983506,4.8313112001742855,4.834629969431711,4.8348887396466855,4.197440032880441,4.807331780584118,4.835978201153188,4.8333746996468685,4.828770291274224,4.83367057334781,1411.6413805166274,0.4798404668399894
28,0.0,0.0,9.90380842273412,4.835627432645828,4.832193096691301,4.832042299867444,4.830028032993369,4.828010764178313,4.831831754449212,3.930476520581546,3.65596799680706,4.835250882508197,4.835845517160814,4.828317439917375,4.834818194968002,801.4211503617531,4.501144413375541
29,0.0,0.0,9.903151887796113,4.833154452749054,4.8357298996238205,4.830897200155887,4.834806345662956,4.814201269531602,4.835936272625011,3.268843977883698,3.6396990968789327,4.835995498093562,4.832693191972807,4.8305380339868025,4.834444500581339,518.4529075089137,7.8683630636592214
30,0.0,0.0,9.917989256961942,4.8255232591383335,4.8152283637114115,4.829648556188014,4.83188926353268,4.834714764099321,4.835007930595436,3.802113393950441,3.14810012516728,4.835923954335299,4.83462187985518,4.829069259869688,4.833830337887105,540.9002242062437,7.708002225773702
31,0.0,0.0,9.903151887796113,4.8353604981689715,4.8357298996238205,4.830897200155887,4.8335768673839326,4.8140230780622195,4.835936272625011,4.241836658346506,3.5896063349309535,4.835954885261845,4.832693191972807,4.830522329516928,4.832088404083356,905.321422939169,3.548605914246186
32,0.0,0.0,9.901752990460956,4.833188813122133,4.832725357424745,4.832081108662986,4.831922756800803,4.8347510963595095,4.831414373856121,3.2874255503619723,3.235864111699908,4.83456070274008,4.833419382967013,4.82904677651154,4.833771220137808,373.75195358442164,10.124034190224455
33,0.0,0.0,9.902059742117876,4.824398578651241,4.832679787519287,4.831117176351341,4.8318833116591975,4.81393579855227,4.8348225006729235,4.505353298926061,3.632253863593744,4.835977884273492,4.832677313478918,4.82914801732592,4.833939133533297,1039.0071052013016,2.5402409482974933
34,0.0,0.0,9.915445847083388,4.83408835804355,4.8342684228376696,4.8319430260028415,4.83588300994036,4.8357720348368165,4.834801003726316,2.5936844860071773,2.4104853919218705,4.835384174226709,4.8357926772696755,4.832163847480213,4.830439312274401,13.958087077549603,21.97072743700962
35,0.0,0.0,9.90457050416264,4.833085124108563,4.832838483235507,4.8358180891104965,4.830818019831632,4.834685859568119,4.8319697310044765,3.8901103412406326,3.577905540731334,4.834558941399066,4.833384139683142,4.828770291274224,4.833817073152311,752.4323967037005,4.991821074589303
36,0.0,0.0,9.901305750608802,4.83383402917815,4.82306132839749,4.830544878860731,4.829406002809762,4.834604803797174,4.834737596459949,3.073454317339546,3.254366616344611,4.8358287982317565,4.832196253205436,4.8263145223271895,4.835227151408671,303.20939696604944,11.481415181832592
37,0.0,0.0,9.917916760913872,4.828334194790334,4.835251360449463,4.830906796674296,4.834281398327019,4.834773240305274,4.832760271271101,3.2689529533883026,2.722726601316897,4.834576184336648,4.835849459644374,4.828716404677289,4.8351481219603185,199.80196692097533,13.76204483213334
38,0.0,0.0,9.916427444271477,4.835007696362248,4.835844993920964,4.8344797046822325,4.835177402913246,4.833199659534824,4.830968701047214,3.185769065253397,3.4794181613419224,4.835872810582125,4.8328091821453105,4.832118624414949,4.832245191856886,429.2462163485559,9.175378994299395
39,0.0,0.0,9.901589024331638,4.833124439521715,4.832756620182778,4.834323438468268,4.831922756800803,4.834751108025224,4.835016260963035,3.92182253305815,3.2679858449999326,4.83456070274008,4.833384139683142,4.82904677651154,4.833818633823052,634.9128110690843,6.297523724446331
40,0.0,0.0,9.903284521991836,4.8349660396932865,4.834749621406732,4.824467965112894,4.8318502362210785,4.834602056133592,4.834588222878745,3.132344195534642,2.8411293071667876,4.835830705245877,4.830095698611266,4.828442555749367,4.833855632444147,190.37088150722457,13.95080590164508
41,0.0,0.0,9.903652967313965,4.8357903058884215,4.834290967938019,4.834715032532388,4.831980810846356,4.834436088145737,4.832492674199534,4.58252698459602,4.811047868416688,4.834528947846346,4.835762275453815,4.8317393975722185,4.834637424724702,1577.510001663549,0.08883453084017222
42,0.0,0.0,9.928505143090343,4.794837971282517,4.835438093646835,4.763879124141906,4.7334824180082125,4.8321490861729055,4.834789875722168,2.5737794394639923,2.353160180142486,4.835474846283112,4.833419521250154,4.832674523500457,4.833887966028539,7.54331314382399,24.750893196575888
43,0.0,0.0,9.916980982582743,4.818590973496248,4.8357221479653045,4.8344797046822325,4.8359134223294244,4.833193926840881,4.831184036910875,4.20788374038314,3.537381641953229,4.835870015065776,4.8248647521569445,4.830437537741497,4.832245191856886,874.5846489483546,3.897595577468567
44,0.0,0.0,9.911874066549386,4.83354961256362,4.834914582526875,4.833073242609223,4.833575101802416,4.8358517005418395,4.834979980182465,2.5586789603515347,2.3982068697617542,4.834560549098928,4.833705716937849,4.829104843916939,4.832682629873917,12.498704173517709,22.459222450298522
45,0.0,0.0,9.904156056881352,4.833647768315402,4.835764788410278,4.828933631732406,4.835088850922125,4.834890358683393,4.834273203281908,3.172273915434525,2.665315996599974,4.834575774107297,4.833212347928748,4.821866954218032,4.835782827531211,160.0026322062535,14.948844682042072
46,0.0,0.0,9.917791061299063,4.833950054294222,4.835551319653047,4.830544878860731,4.829406002809762,4.834604803797174,4.834737596459949,2.9706915731483803,3.273053254770407,4.835839978297111,4.832196253205436,4.8260724780379824,4.835199645113119,302.4428989193749,11.972652981097712
47,0.0,0.0,9.917757630092439,4.834621310754254,4.835433749737487,4.831680100498976,4.754199032626229,4.83571181084302,4.831569633132808,2.544877740737204,2.395335937840153,4.834645360578131,4.832631163304894,4.82889411791318,4.833692894871104,9.645747109215849,23.41308685600207
48,0.0,0.0,9.900436056017126,4.8329178795356675,4.832094560872653,4.835294959424074,4.835801823168928,4.835848360751963,4.8359672610270055,2.5361828075200292,2.3636178082745807,4.83547192209591,4.835793186176375,4.828474801000444,4.832682629873917,11.838822715225563,22.961845592572658
49,0.0,0.0,9.916358030347642,4.8340836991732,4.832646778608656,4.832383023291342,4.83185617738955,4.833237542993568,4.83096405927341,4.563205597887233,3.6334201833533935,4.835872030922779,4.835920777235231,4.823840221606788,4.834722944461509,1072.1604731131738,2.2796378541061757
50,0.0,0.0,9.914860358485434,4.824293730330268,4.835767126371985,4.831785819924402,4.83103231195185,4.835839743945875,4.834416299902804,2.6920637682772814,2.4300608161323543,4.835272933536853,4.833408402861476,4.832391633262939,4.833043405709758,21.63344417406072,21.00044279679306
51,0.0,0.0,9.904519886104882,4.832669402533436,4.835755943788071,4.834504935331083,4.8347464977177035,4.832913030237646,4.83036028043404,2.699942854110494,2.5920720590078585,4.834633005505896,4.831607792841101,4.8277301766279415,4.835800997600904,40.17715101675743,19.44160041714021
52,0.0,0.0,9.902245490595636,4.818300780495809,4.835225214237353,4.8344034606459845,4.832196068559535,4.834523109409954,4.835131031289803,4.425604010094313,4.811581356943849,4.835982676013196,4.833809275285063,4.835619293714363,4.833469141642514,1508.7671808907426,0.2173000940103177
53,0.0,0.0,9.900861785751264,4.835021717455952,4.8231525367788,4.830753201383792,4.8326794740754915,4.835994759452793,4.827476709288703,4.827095669394787,4.479006667868426,4.835850257074056,4.83582724153333,4.8261921273718595,4.835871887632118,1538.6683923716678,0.16571229510674454
54,0.0,0.0,9.90004390637767,4.835315328930129,4.834766617452016,4.831950389621619,4.830035326484517,4.827982831595391,4.834246421402196,2.924211922202495,2.5512774062297816,4.83455081196774,4.835821738119327,4.8333479209115096,4.831911762713051,69.07598752258828,17.86399136524146
55,0.0,0.0,9.903570708620936,4.835803614752948,4.8354573466594735,4.8346696522031385,4.8318989893529,4.833063578503313,4.832334426575192,4.001294251794908,4.832513880611793,4.8359407927288895,4.835762584982722,4.835186450460417,4.834637424724702,1339.1777240511497,0.7283547243190407
56,0.0,0.0,9.93017985238379,4.834648451583111,4.835821800710868,4.822911570386896,4.8264962776379265,4.818912171862996,4.832971080183064,3.2156668477509145,3.0418223982638226,4.8359160315787095,4.803500266440983,4.8359191393494285,4.832875162057285,284.219552972378,12.21180144003946
57,0.0,0.0,9.90323332710522,4.834834873820844,4.83536705790083,4.834776917369448,4.835531417466784,4.834811104840327,4.8347087952828565,2.6891464815286263,2.627610784476639,4.835999555896009,4.832716431274354,4.835072310913886,4.835523765028932,42.88241174247348,19.06108721257791
58,0.0,0.0,9.91523726540923,4.83386759211295,4.835559496818273,4.830501899672293,4.830807583460623,4.835426599400236,4.83155039878629,4.3932553200038384,4.785544140581456,4.834707006661565,4.835197844269114,4.835125935581683,4.835170541899215,1491.4590866953652,0.2655192915656801
